Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,"Literature, Science & the Arts",History (HISTORY),557,Colonial Latin Amer,LEC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),594,Topics in History,SEM,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),600,Records & Archives,LEC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),610,Grd Colloq Wrld&Glob,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),615,Intr Comparatv Stdy,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),629,Stdy Afr Hist,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),678,Modern South Asia,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),691,Lat Amer&Carib Hist,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),698,Topics in History,REC,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),700,Independent Res Sem,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History (HISTORY),748,Sem-Anth & Hist II,SEM,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),801,Reading Course,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History (HISTORY),803,Read for Gen Exam,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History (HISTORY),809,History Pedagogy II,REC,1
Fall 2017,"Literature, Science & the Arts",History (HISTORY),811,Teaching Practicum,IND,1
Fall 2017,"Literature, Science & the Arts",History (HISTORY),830,Anthro/Hist Workshop,SEM,1
Fall 2017,"Literature, Science & the Arts",History (HISTORY),891,Diss Res/Writing Sem,SEM,3
Fall 2017,"Literature, Science & the Arts",History (HISTORY),898,Dissertation Colloq,SEM,1
Fall 2017,"Literature, Science & the Arts",History (HISTORY),900,Prep for Prelims,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",History (HISTORY),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",History (HISTORY),995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),194,First Year Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),201,Great Monuments,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),210,Hist of Photography,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),211,Gen&Pop Cul,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),212,Understand Arch,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),220,Grt Bldg Anc Gr&Rome,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),222,Intro Roman Arch,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),243,Intro to S Asian Art,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),244,Am Cent Art1893-1968,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),250,Ital Renaissance Art,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),255,Visual Mythology,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),271,Modernism,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),285,Visual Culture Islam,LEC,4
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),299,Experiential Study,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),304,The Art of Yoga,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),343,"God, Love, and War",LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),346,Moving Image MidAges,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),352,Art and Philosophy,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),353,Meaning in Making,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),393,Undergrad Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),394,Special Topics,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),399,Independent Study,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),408,Visual Culture Afr,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),431,Made in Detroit,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),489,Topics Art&Culture,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),497,Upper-Level Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),498,Honor Colloquium,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),534,Ancient Painting,LEC,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),600,Independent Study,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),615,First Year Grad Sem,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),646,Probs Medieval Art,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),689,Spcl Tpcs Hist Art,SEM,3
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),700,Independent Res,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),815,Hellenis City Ne,SEM,2.00-3.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),993,Gsi Training,SEM,1
Fall 2017,"Literature, Science & the Arts",History of Art (HISTART),995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",Museums (MUSEUMS),301,Museums & Society,LEC,3
Fall 2017,"Literature, Science & the Arts",Museums (MUSEUMS),409,Museum Std Pract,IND,3
Fall 2017,"Literature, Science & the Arts",Museums (MUSEUMS),498,Spec Museums Topics,SEM,3
Fall 2017,"Literature, Science & the Arts",Museums (MUSEUMS),499,Ind Study Museums,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),135,Ideas in Honors,SEM,1
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),230,Honors Core SS,LEC,4
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),232,Honors Core NS,LEC,4
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),240,Hon Core Writing SS,LEC,4
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),241,Hon Core Writing HU,LEC,4
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),242,Hon Core Writing NS,LEC,4
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),250,Hon Sem Soc Sci,SEM,3
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),290,Hnrs Intro Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),291,Hnrs Intro Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),292,Intro Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),365,Cyberscience,LEC,3
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),390,Jr Honors Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",College Honors (HONORS),490,Sr Honors Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Institute For The Humanities (INSTHUM),311,Topics Interdis Stu,SEM,1
Fall 2017,"Literature, Science & the Arts",Institute For The Humanities (INSTHUM),311,Topics Interdis Stu,SEM,1
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),150,Seminar in JS,SEM,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),205,What is Judaism?,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),210,Sources/Jewish Hist,LEC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),217,Hebrew Bible,REC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),218,HU Topics in Judaism,SEM,3.00-4.00
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),218,HU Topics in Judaism,SEM,1
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),220,Intmd Class Hebrew I,REC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),245,Jews & Other Others,LEC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),260,Intro to Talmud,LEC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),277,Lnd Israel-Palestine,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),280,The Historical Jesus,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),281,Jews in Modern World,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),317,Topic Judaic Studies,SEM,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),318,HU Topics in Judaism,REC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),320,Jewish Graphic Novel,SEM,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),376,Women&The Bible,LEC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),386,The Holocaust,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),387,Hist American Jews,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),389,Jewish Literature,LEC,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),417,Topcs Judaic Studies,SEM,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),467,Topc Judaism,SEM,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),495,Independent Studies,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),497,Senior Thesis,IND,3
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),500,Ind Study Judaic,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),505,What is Judaism?,LEC,4
Fall 2017,"Literature, Science & the Arts",Judaic Studies (JUDAIC),517,Topics in Judaic St,LEC,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Geography (GEOG),145,Int to Intnl Studies,LEC,3
Fall 2017,"Literature, Science & the Arts",Geography (GEOG),201,Intro Envir Sci&Geog,LEC,4
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),102,Student in the Univ,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),104,Intro to Research,REC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),105,Digital Research,LAB,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),106,Health & Health Care,LEC,2
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),107,WISE RP Seminar,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),115,Finance Savvy Studnt,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),122,Intrgrp Dialogue,SEM,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),125,Internship Success,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),125,Internship Success,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),170,ALA Topics,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),170,ALA Topics,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),171,Make the Most of UM,SEM,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),210,Def Crit Glbl Issues,LEC,2
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),220,Foundations IGR,SEM,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),223,Entrepreneur Crtivty,LEC,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),225,Undergrad Internship,SEM,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),228,Conflict & Coexist,SEM,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),250,Critical Issues,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),256,Innovator's Toolkit,LEC,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),270,ALA Topics,LEC,2.00-3.00
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),270,ALA Topics,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),320,IGR Facilitation,SEM,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),321,Dialog Prac,SEM,4
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),322,Advanced IGR Prac,LAB,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),323,IGR Directed Study,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),325,Advcd UG Internships,SEM,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),370,ALA Topics,LEC,1
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),375,College-Career-Bynd,LEC,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),421,Creat Inclusive Comm,SEM,2
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),429,IGR Capstone,SEM,3
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),470,ALA Topics,LEC,2
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),471,Lead Commun Building,SEM,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Applied Liberal Arts (ALA),472,Adv Lead Facil Comm,SEM,1.00-3.00
Fall 2017,"Literature, Science & the Arts",University Courses (UC),109,"Prog, Info & People",LEC,4
Fall 2017,"Literature, Science & the Arts",University Courses (UC),110,Intr to Info Studies,LEC,4
Fall 2017,"Literature, Science & the Arts",University Courses (UC),151,1st Yr Soc Sci Sem,SEM,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),152,1st Yr Nat Sci Sem,SEM,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),201,US Aviat Hist-Dev I,LEC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),203,Military Leadership,LEC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),205,Leadership and Mgmt,LEC,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),252,Sophomore Seminar NS,LEC,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),254,Sophomore Seminar ID,SEM,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),270,UC Special Topics,LEC,1.00-3.00
Fall 2017,"Literature, Science & the Arts",University Courses (UC),275,UC GIEU,LEC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),280,Undergrad Research,REC,1.00-4.00
Fall 2017,"Literature, Science & the Arts",University Courses (UC),301,Lead Small Org I,DIS,2
Fall 2017,"Literature, Science & the Arts",University Courses (UC),309,Concepts Leadership,SEM,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),327,Advanced Practicum,SEM,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),370,UC Special Topics,LEC,2
Fall 2017,"Literature, Science & the Arts",University Courses (UC),390,Discipl Lang Study,REC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),401,Ldrshp & Mgt,DIS,2
Fall 2017,"Literature, Science & the Arts",University Courses (UC),410,Evol of Warfare,LAB,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),415,Research Methods NS,LEC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),415,Research Methods NS,LEC,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),427,Capstone Practicum,SEM,1
Fall 2017,"Literature, Science & the Arts",University Courses (UC),455,IMP Senior Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",University Courses (UC),499,Directed Study,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",University Courses (UC),500,Biomed Engr Sem,SEM,1
Fall 2017,"Literature, Science & the Arts",Chinese Studies (CCS),591,Ind St Chinese St,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Chinese Studies (CCS),799,MA Fin Proj Chin Std,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),285,Visual Culture Islam,LEC,4
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),323,Proph Muhammad Islam,LEC,3
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),325,Islam in South Asia,LEC,4
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),330,The Arabian Nights,LEC,3
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),392,HU Topics in Islam,LEC,3
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),394,History of Turkey,LEC,3
Fall 2017,"Literature, Science & the Arts",Islamic Studies (ISLAM),433,Mod Mid E Gend,LEC,3
Fall 2017,"Literature, Science & the Arts",Japanese Studies (CJS),591,Japan Indep Study,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Japanese Studies (CJS),592,Ind Std Adv Jpn Lang,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Japanese Studies (CJS),799,MA Essay Japan Std,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),425,Field Study,IND,3
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),455,Topics Lat Am,SEM,3
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),461,Elem Nahuatl I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),463,Inter Nahuatl I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),465,Adv Nahuatl I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),471,Elem Quechua I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),473,Interm Quechua I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),475,Adv Quechua I,REC,4
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),499,Independent Study,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),601,Supervise Gr Std,SEM,3
Fall 2017,"Literature, Science & the Arts",Latin American And Caribbean Studies (LACS),655,Topics in Lat Am St,SEM,3
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),398,MENAS Internship,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),461,Earth Odysseys,SEM,3
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),462,Place Out of Time,LAB,3
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),463,Arab-Israeli Conflic,LAB,3
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),493,ME Comp Perspectives,LEC,1
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),495,Sr Honors Thesis,IND,3.00-4.00
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),496,Sr Honors Thesis,IND,3.00-4.00
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),593,ME Comp Perspectives,LEC,1
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),595,Directed Reading,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Middle Eastern And North African Studies (MENAS),698,MENAS Masters Thesis,IND,3
Fall 2017,"Literature, Science & the Arts",Korean Studies (KRSTD),471,"Nam Seminar, I",SEM,2
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",214,Rock Poetry,LEC,3
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",301,Dir Reading,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",395,Russ&Sov Un,LEC,4
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",403,Sr Honors Colloq,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",405,Topics in REEES,SEM,3
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",601,REEES Core Colloq,SEM,1
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",799,Master's Thesis,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts","Russian, East European and Eurasian Studies (REEES)",801,Directed Reading,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",South Asian Studies (SAS),501,S Asia Proseminar,SEM,3
Fall 2017,"Literature, Science & the Arts",South Asian Studies (SAS),698,Indep Study:  S Asia,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",South Asian Studies (SAS),798,South Asia MA Essay,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Southeast Asian Studies (SEAS),455,Topics SE Asia Study,SEM,3
Fall 2017,"Literature, Science & the Arts",Southeast Asian Studies (SEAS),500,Grad Colloq SEAS,LEC,1
Fall 2017,"Literature, Science & the Arts",Southeast Asian Studies (SEAS),501,Intro SEA Studies,SEM,3
Fall 2017,"Literature, Science & the Arts",Southeast Asian Studies (SEAS),698,Indep Study: SE Asia,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Southeast Asian Studies (SEAS),798,SE Asian MA Essay,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),101,Int to Intnl Studies,LEC,3
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),170,INTLSTD Spec Topics,LEC,1
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),205,What is History?,LEC,4
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),301,Topics Int'l Studies,LEC,4
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),389,Topics in CCI,LEC,3.00-4.00
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),391,Directed Studies,IND,3.00-4.00
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),401,IS Advanced Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),491,Directed Studies,IND,2.00-4.00
Fall 2017,"Literature, Science & the Arts",International Studies (INTLSTD),498,Senior Honors,SEM,3
Fall 2017,"Literature, Science & the Arts",Cognitive Science (COGSCI),200,Intro to Cog Sci,LEC,4
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),102,First Year Sem Hum,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),103,First Yr Sem SS,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),111,Intro to Language,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),115,Lang Multicultural,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),192,Humanities Tpcs-Ling,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),209,Lang and Human Mind,LEC,4
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),230,Honors Core Ling,LEC,4
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),313,Sound Patterns,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),315,Intro To Syntax,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),316,Aspects of Meaning,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),347,Talking Minds,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),352,Develop-Lang,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),368,How Different is Chn,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),374,Language&Culture,LEC,4
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),390,Comm Learn in ESL,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),394,Topics in Ling,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),395,Individual Research,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),408,Varieties English,REC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),412,Speech Perception,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),433,Arab Syn Semantics,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),440,Lang Learnability,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),441,Into to Comp Ling,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),473,Ethnopoetics,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),492,Topics in Ling,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),493,Undergrad Reading,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),494,Undergrad Reading,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),495,Senior Honors Read,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),496,Senior Honors Read,IND,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),497,Capstone Seminar,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),512,Phonetics,LEC,4
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),515,Generative Syntax,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),517,Hist Ling,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),522,Language Contact,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),541,Nat Lng Proc,LEC,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),740,Research in Ling,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),750,Res Writing Ling,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),792,Linguistics Topics,SEM,3
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),990,Diss-Precand,IND,1.00-8.00
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),993,Sem G S I Training,SEM,1
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),995,Diss-Cand,IND,8
Fall 2017,"Literature, Science & the Arts",Linguistics (LING),997,Spec Res I & II,IND,1.00-6.00
Fall 2017,"Literature, Science & the Arts",Lloyd Hall Scholars Program (LHSP),125,College Writing,REC,4
Fall 2017,"Literature, Science & the Arts",Lloyd Hall Scholars Program (LHSP),228,What Is Writing?,LEC,3
Fall 2017,"Literature, Science & the Arts",Lloyd Hall Scholars Program (LHSP),230,Writing & Arts II,REC,3
Fall 2017,"Literature, Science & the Arts",Lloyd Hall Scholars Program (LHSP),299,Independent Study,IND,1.00-4.00
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),410,Biomaterials,LEC,3
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),412,Polymeric Materials,LEC,3
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),530,Adv Function Poly,LEC,3
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),559,Foundations Nano II,LEC,3
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),690,Research Rotation,IND,3
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),790,Fac Actv Res Surv,SEM,1.00-3.00
Fall 2017,"Literature, Science & the Arts",Macromolecular Science (MACROMOL),800,Macromolecular Sem,SEM,2
