Term,Acad Group,Subject,Catalog Nbr,Course Title,Component,Units
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trombone (TROMBONE),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Trumpet-Cornet (TRUM),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),150,Performance,IND,2
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Tuba (TUBA),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),239,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),450,Performance Lab,LAB,1
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),550,Performance Lab,LAB,1
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Viola (VIOLA),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),111,Performance,REC,2
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),339,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),340,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),439,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),440,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),450,Performance Lab,LAB,1
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),460,Viola for Violin,SEM,1
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),539,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),540,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),550,Performance Lab,LAB,1
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),600,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Violin (VIOLIN),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),100,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),111,Performance,REC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),112,Performance,IND,2
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),139,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),140,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),217,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),218,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),219,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),220,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),221,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),222,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),239,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),240,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),339,Performance,IND,4
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),340,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),423,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),424,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),425,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),426,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),440,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),500,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),527,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),528,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),539,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),540,Performance,IND,2.00-4.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),639,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Voice (VOICE),640,Performance,IND,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),200,Basic Lyric Diction,LEC,1
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),201,Basic Ital Diction,LEC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),203,Basic Fren Diction,LEC,1.00-2.00
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),368,Special Projects,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),469,Aria Preparation,LEC,3
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),491,Interpr of Songs,LEC,3
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),505,Italian Lyric Dictn,LEC,2
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),507,Fren Diction Singer,LEC,2
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),519,Teaching Voice I,REC,2
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),567,Oratorios,REC,2
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),568,Independent Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),569,Aria Preparation,LEC,3
Fall 2017,"Music, Theatre & Dance",Voice Literature (VOICELIT),592,Interpretatn-Songs,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),101,Intro to Acting I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),172,Movement I,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),181,Acting I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),192,Voice I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),211,Intro Drama,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),222,Intro Global Ethnic,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),227,Intro Playwriting,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),240,Intro to Design,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),241,Directing I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),245,Intro Stage Managmt,LEC,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),250,Intro Tech Tht Prac,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),251,Practicum I,LAB,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),252,Prod Practicum II,LAB,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),256,Lighting Design I,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),260,Scene Design I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),261,Practicum III,LAB,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),262,Practicum IV,LAB,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),263,Design Rendering,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),272,Movement III,REC,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),277,History of Dress,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),281,Acting III: Greeks,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),291,Voice II,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),301,Acting Practicum,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),320,Voiceover Acting,SEM,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),321,Theatr Hst I,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),323,Am Thtr-Drama,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),334,Atonement Project,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),341,Directing III,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),345,Stage Mgmt Plays,LAB,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),351,Practicum V,LAB,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),352,Practicum VI,LAB,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),353,Sound for Theatre,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),356,Lighting Design II,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),370,Costume Design II,LEC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),371,Physical Theatre,REC,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),374,Stage Combat II,REC,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),381,Acting V,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),383,Acting for Camera I,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),387,Studio I,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),388,Studio II,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),399,Topics in Drama,REC,3.00-4.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),400,Directed Reading,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),401,Independent Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),403,D & P Seminar,REC,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),404,D & P Seminar,REC,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),417,Theatre Internship,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),426,Arts Fundraising,LEC,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),427,Adv Playwrit,SEM,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),435,Producing Amer Thtre,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),442,Directing Project,LAB,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),443,Directing Colloq I,REC,1
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),445,Stage Mgt: Mus/Opera,LAB,2.00-6.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),451,Practicum VII,LAB,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),460,Scene Design III,REC,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),461,Practicum VIII,LAB,2.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),462,Drafting,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),470,Costume Design III,LAB,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),487,Studio III,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),488,Studio IV,LAB,2
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),495,Uber-Practicum,LAB,1.00-6.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),502,Performance,REC,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),505,Sp Wk Th Prod&Perf,IND,1.00-6.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),506,Directing,SEM,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),516,Playwrit Ind Study,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),521,History&Theory,SEM,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),523,Am Thtr-Drama,SEM,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),570,Costume Design IV,LAB,3
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),600,Individual Research,IND,1.00-3.00
Fall 2017,"Music, Theatre & Dance",Theatre & Drama (THTREMUS),601,Directed Reading,IND,1.00-2.00
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),430,Soil Ecology,LEC,3
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),436,Woody Plants,LEC,4
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),499,Senior Honors Thesis,IND,1.00-6.00
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),501,Grad Experimental,LAB,1.00-4.00
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),501,Grad Experimental,SEM,1
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),509,Ecology: Concpts&App,LEC,4
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),510,Sci&Prac of Soc Chng,LEC,3
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),514,Env Imp Asmnt,LEC,2
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),520,Fluvial Ecosystems,LEC,3
Fall 2017,Natural Resources&Environment,Natural Resources And Environment (NRE),521,Fld Meth Fluv Ecosys,LAB,1
